kper,kstp,time,k,i,j,CONFq
1,1,1.0,0,4,43,4.858582023545527
1,1,1.0,0,4,44,4.849067755921178
1,1,1.0,0,4,45,4.83569245314726
1,1,1.0,0,4,46,4.815334637929299
1,1,1.0,0,4,47,4.8525310247385445
1,1,1.0,0,4,48,4.884399991348161
1,1,1.0,0,4,49,4.917070197721031
1,1,1.0,0,5,16,5.058287191803146
1,1,1.0,0,5,17,5.049050632608925
1,1,1.0,0,5,18,5.03359380641785
1,1,1.0,0,5,19,5.021651895478707
1,1,1.0,0,5,20,5.009569615043752
1,1,1.0,0,5,21,4.996934025814745
1,1,1.0,0,5,22,4.985678443030956
1,1,1.0,0,5,23,4.975241668608167
1,1,1.0,0,5,24,4.965423953771149
1,1,1.0,0,5,25,4.956584683511986
1,1,1.0,0,5,26,4.948663368604478
1,1,1.0,0,5,27,4.941585174957346
1,1,1.0,0,5,28,4.935364365762913
1,1,1.0,0,5,29,4.929930841479999
1,1,1.0,0,5,30,4.925169854174568
1,1,1.0,0,5,31,4.920963200525753
1,1,1.0,0,5,32,4.917203188235257
1,1,1.0,0,5,33,4.91379356092691
1,1,1.0,0,5,34,4.910647093699421
1,1,1.0,0,5,35,4.907683242787275
1,1,1.0,0,5,36,4.904826423149373
1,1,1.0,0,5,37,4.902004490846988
1,1,1.0,0,5,38,4.899146583273371
1,1,1.0,0,5,39,4.896179069835405
1,1,1.0,0,5,40,4.8930185132875295
1,1,1.0,0,5,41,4.889562360831253
1,1,1.0,0,5,42,4.885686518099602
1,1,1.0,0,5,43,4.881273955966606
1,1,1.0,0,5,44,4.876304270545582
1,1,1.0,0,5,45,4.870972715616073
1,1,1.0,0,5,46,4.8741168096903955
1,1,1.0,0,5,47,4.895306553489165
1,1,1.0,0,5,48,4.922197982188827
1,1,1.0,0,5,49,4.95370178421914
1,1,1.0,0,5,50,4.99331393280012
1,1,1.0,0,5,51,5.014864439361668
1,1,1.0,0,6,15,5.084892016598435
1,1,1.0,0,6,16,5.071579275785329
1,1,1.0,0,6,17,5.059320266687603
1,1,1.0,0,6,18,5.0461084865510575
1,1,1.0,0,6,19,5.033818070901704
1,1,1.0,0,6,20,5.021953520116288
1,1,1.0,0,6,21,5.010406768761438
1,1,1.0,0,6,22,4.999667256661221
1,1,1.0,0,6,23,4.989722781953359
1,1,1.0,0,6,24,4.9805481214713065
1,1,1.0,0,6,25,4.972234617387681
1,1,1.0,0,6,26,4.964782221108109
1,1,1.0,0,6,27,4.958159206639875
1,1,1.0,0,6,28,4.952336505624345
1,1,1.0,0,6,29,4.947252715998037
1,1,1.0,0,6,30,4.942819770674188
1,1,1.0,0,6,31,4.9389391377122305
1,1,1.0,0,6,32,4.935512379360221
1,1,1.0,0,6,33,4.932445839948201
1,1,1.0,0,6,34,4.929652396741556
1,1,1.0,0,6,35,4.927052318728148
1,1,1.0,0,6,36,4.924574284479986
1,1,1.0,0,6,37,4.92215713195589
1,1,1.0,0,6,38,4.919752866658113
1,1,1.0,0,6,39,4.917331899710746
1,1,1.0,0,6,40,4.914892746308539
1,1,1.0,0,6,41,4.912481554279557
1,1,1.0,0,6,42,4.91023412740136
1,1,1.0,0,6,43,4.9084665473854745
1,1,1.0,0,6,44,4.907842518682001
1,1,1.0,0,6,45,4.909378297649345
1,1,1.0,0,6,46,4.918791375300017
1,1,1.0,0,6,47,4.936331764499627
1,1,1.0,0,6,48,4.959350517153101
1,1,1.0,0,6,49,4.986213519242424
1,1,1.0,0,6,50,5.0153892944564
1,1,1.0,0,6,51,5.040441522209543
1,1,1.0,0,6,52,5.065418758454655
1,1,1.0,0,7,14,5.118375672932469
1,1,1.0,0,7,15,5.102278018749365
1,1,1.0,0,7,16,5.087889126021386
1,1,1.0,0,7,17,5.074612105287116
1,1,1.0,0,7,18,5.061769026994973
1,1,1.0,0,7,19,5.049614243914439
1,1,1.0,0,7,20,5.0380670480036915
1,1,1.0,0,7,21,5.027113031219773
1,1,1.0,0,7,22,5.016895165446137
1,1,1.0,0,7,23,5.00746093234126
1,1,1.0,0,7,24,4.99883025763028
1,1,1.0,0,7,25,4.991035372820859
1,1,1.0,0,7,26,4.9840777741232625
1,1,1.0,0,7,27,4.977934617959868
1,1,1.0,0,7,28,4.972567976906177
1,1,1.0,0,7,29,4.967918809144919
1,1,1.0,0,7,30,4.963909154361369
1,1,1.0,0,7,31,4.96044962903013
1,1,1.0,0,7,32,4.957446620906019
1,1,1.0,0,7,33,4.954807525599074
1,1,1.0,0,7,34,4.9524444575507385
1,1,1.0,0,7,35,4.95027732411849
1,1,1.0,0,7,36,4.948237155837775
1,1,1.0,0,7,37,4.9462706784662895
1,1,1.0,0,7,38,4.944347525574187
1,1,1.0,0,7,39,4.942472435306067
1,1,1.0,0,7,40,4.940706300087179
1,1,1.0,0,7,41,4.939201941447839
1,1,1.0,0,7,42,4.938264564647982
1,1,1.0,0,7,43,4.938476369585233
1,1,1.0,0,7,44,4.9411809146258285
1,1,1.0,0,7,45,4.947959548973284
1,1,1.0,0,7,46,4.959305888860973
1,1,1.0,0,7,47,4.975857508725392
1,1,1.0,0,7,48,4.996652914889694
1,1,1.0,0,7,49,5.020423736588285
1,1,1.0,0,7,50,5.045616673623391
1,1,1.0,0,7,51,5.070139258832974
1,1,1.0,0,7,52,5.094456273865488
1,1,1.0,0,7,53,5.119690130660546
1,1,1.0,0,8,13,5.157022951025651
1,1,1.0,0,8,14,5.138568910890948
1,1,1.0,0,8,15,5.12204847011156
1,1,1.0,0,8,16,5.107177152182844
1,1,1.0,0,8,17,5.093556445359178
1,1,1.0,0,8,18,5.080815501671951
1,1,1.0,0,8,19,5.068866297968789
1,1,1.0,0,8,20,5.057642868691273
1,1,1.0,0,8,21,5.047132426395642
1,1,1.0,0,8,22,5.037383023804324
1,1,1.0,0,8,23,5.0284329279769455
1,1,1.0,0,8,24,5.020307300544026
1,1,1.0,0,8,25,5.0130230057353735
1,1,1.0,0,8,26,5.006577484978008
1,1,1.0,0,8,27,5.00094782992233
1,1,1.0,0,8,28,4.996092996243787
1,1,1.0,0,8,29,4.9919535496805825
1,1,1.0,0,8,30,4.988453735773126
1,1,1.0,0,8,31,4.985506056709108
1,1,1.0,0,8,32,4.983016649375482
1,1,1.0,0,8,33,4.9808904061513655
1,1,1.0,0,8,34,4.979035618930375
1,1,1.0,0,8,35,4.9773684085046135
1,1,1.0,0,8,36,4.975817497792182
1,1,1.0,0,8,37,4.97433026191595
1,1,1.0,0,8,38,4.972881764661505
1,1,1.0,0,8,39,4.9714899828493415
1,1,1.0,0,8,40,4.97024234671632
1,1,1.0,0,8,41,4.96933791022243
1,1,1.0,0,8,42,4.9691269014272486
1,1,1.0,0,8,43,4.969973893082313
1,1,1.0,0,8,44,4.976772354281607
1,1,1.0,0,8,45,4.985959363112423
1,1,1.0,0,8,46,4.998608857672034
1,1,1.0,0,8,47,5.015144184546845
1,1,1.0,0,8,48,5.034998392430738
1,1,1.0,0,8,49,5.0572460398685415
1,1,1.0,0,8,50,5.08056472270043
1,1,1.0,0,8,51,5.104107297947932
1,1,1.0,0,8,52,5.126658490868188
1,1,1.0,0,8,53,5.149020447536136
1,1,1.0,0,8,54,5.165978088169421
1,1,1.0,0,9,12,5.200376339655149
1,1,1.0,0,9,13,5.179598339787795
1,1,1.0,0,9,14,5.160944493255721
1,1,1.0,0,9,15,5.144279902000786
1,1,1.0,0,9,16,5.129322771644993
1,1,1.0,0,9,17,5.1157176245896085
1,1,1.0,0,9,18,5.103155142483539
1,1,1.0,0,9,19,5.0914675620569
1,1,1.0,0,9,20,5.080572895036532
1,1,1.0,0,9,21,5.070451952921653
1,1,1.0,0,9,22,5.06112750497017
1,1,1.0,0,9,23,5.05263096567211
1,1,1.0,0,9,24,5.044987627530219
1,1,1.0,0,9,25,5.038210557030093
1,1,1.0,0,9,26,5.0322947795851505
1,1,1.0,0,9,27,5.027215521781164
1,1,1.0,0,9,28,5.022928770659265
1,1,1.0,0,9,29,5.019372205478794
1,1,1.0,0,9,30,5.01646731850472
1,1,1.0,0,9,31,5.014122985409038
1,1,1.0,0,9,32,5.012240032229421
1,1,1.0,0,9,33,5.010716281237727
1,1,1.0,0,9,34,5.009451761004053
1,1,1.0,0,9,35,5.008353972061096
1,1,1.0,0,9,36,5.007343261827389
1,1,1.0,0,9,37,5.006358661602617
1,1,1.0,0,9,38,5.005365475951592
1,1,1.0,0,9,39,5.004368332686619
1,1,1.0,0,9,40,5.003438912509466
1,1,1.0,0,9,41,5.002782908048379
1,1,1.0,0,9,42,5.0029326916213375
1,1,1.0,0,9,43,5.005452712077272
1,1,1.0,0,9,44,5.0139803156601115
1,1,1.0,0,9,45,5.024507905187203
1,1,1.0,0,9,46,5.038045547837232
1,1,1.0,0,9,47,5.0551425452998
1,1,1.0,0,9,48,5.074994074781509
1,1,1.0,0,9,49,5.097055526217163
1,1,1.0,0,9,50,5.119362387736336
1,1,1.0,0,9,51,5.143155341698993
1,1,1.0,0,9,52,5.163152191624572
1,1,1.0,0,9,53,5.187872875143611
1,1,1.0,0,9,54,5.212661586835251
1,1,1.0,0,10,11,5.248814594072337
1,1,1.0,0,10,12,5.22530459040903
1,1,1.0,0,10,13,5.204191187246005
1,1,1.0,0,10,14,5.185464248518864
1,1,1.0,0,10,15,5.1689345037165335
1,1,1.0,0,10,16,5.154236467090415
1,1,1.0,0,10,17,5.140945482933992
1,1,1.0,0,10,18,5.128718874707802
1,1,1.0,0,10,19,5.117365509271648
1,1,1.0,0,10,20,5.106811030185645
1,1,1.0,0,10,21,5.097050747329158
1,1,1.0,0,10,22,5.088114797031773
1,1,1.0,0,10,23,5.080041628506798
1,1,1.0,0,10,24,5.0728623124675405
1,1,1.0,0,10,25,5.066592139721688
1,1,1.0,0,10,26,5.061226047565821
1,1,1.0,0,10,27,5.056737272158593
1,1,1.0,0,10,28,5.053077925993717
1,1,1.0,0,10,29,5.050180397102785
1,1,1.0,0,10,30,5.047959543362946
1,1,1.0,0,10,31,5.0463158942399975
1,1,1.0,0,10,32,5.045139896328237
1,1,1.0,0,10,33,5.044317069417366
1,1,1.0,0,10,34,5.043733835552681
1,1,1.0,0,10,35,5.043283633421007
1,1,1.0,0,10,36,5.042872628064503
1,1,1.0,0,10,37,5.042424037258584
1,1,1.0,0,10,38,5.041880458257033
1,1,1.0,0,10,39,5.041205392207177
1,1,1.0,0,10,40,5.040387606484108
1,1,1.0,0,10,41,5.03944666149199
1,1,1.0,0,10,42,5.038392075205833
1,1,1.0,0,10,43,5.044712061562436
1,1,1.0,0,10,44,5.053218096161116
1,1,1.0,0,10,45,5.0640829169073545
1,1,1.0,0,10,46,5.0779684258402895
1,1,1.0,0,10,47,5.096443335544649
1,1,1.0,0,10,48,5.1168498677344125
1,1,1.0,0,10,49,5.14070402257202
1,1,1.0,0,10,50,5.160772876371139
1,1,1.0,0,10,51,5.190114051916575
1,1,1.0,0,10,52,5.22685974813799
1,1,1.0,0,10,53,5.257525114195637
1,1,1.0,0,10,54,5.288292393473171
1,1,1.0,0,10,55,5.330407873838235
1,1,1.0,0,11,10,5.304000693205236
1,1,1.0,0,11,11,5.2765071407917805
1,1,1.0,0,11,12,5.252007808088484
1,1,1.0,0,11,13,5.23055921330571
1,1,1.0,0,11,14,5.2119414781416555
1,1,1.0,0,11,15,5.195901145577055
1,1,1.0,0,11,16,5.181877301982494
1,1,1.0,0,11,17,5.169233913442509
1,1,1.0,0,11,18,5.15752498242318
1,1,1.0,0,11,19,5.146571293997921
1,1,1.0,0,11,20,5.136353976331089
1,1,1.0,0,11,21,5.126918029299885
1,1,1.0,0,11,22,5.118327117499291
1,1,1.0,0,11,23,5.11064169082332
1,1,1.0,0,11,24,5.103906485636681
1,1,1.0,0,11,25,5.098143607233165
1,1,1.0,0,11,26,5.093349647065423
1,1,1.0,0,11,27,5.08949565033849
1,1,1.0,0,11,28,5.086528550132931
1,1,1.0,0,11,29,5.084373093033783
1,1,1.0,0,11,30,5.082934096947234
1,1,1.0,0,11,31,5.082099378649701
1,1,1.0,0,11,32,5.081743774620341
1,1,1.0,0,11,33,5.081734548905748
1,1,1.0,0,11,34,5.081938226013216
1,1,1.0,0,11,35,5.082228353400822
1,1,1.0,0,11,36,5.082492633235152
1,1,1.0,0,11,37,5.08263634175753
1,1,1.0,0,11,38,5.082578026622837
1,1,1.0,0,11,39,5.082235659512531
1,1,1.0,0,11,40,5.081509268287496
1,1,1.0,0,11,41,5.0802728529208725
1,1,1.0,0,11,42,5.078350367551472
1,1,1.0,0,11,43,5.085835945259786
1,1,1.0,0,11,44,5.094152742046116
1,1,1.0,0,11,45,5.104699782102898
1,1,1.0,0,11,46,5.117373765910463
1,1,1.0,0,11,47,5.139896743872926
1,1,1.0,0,11,48,5.159355766708821
1,1,1.0,0,11,49,5.192251116787341
1,1,1.0,0,11,50,5.229822112372023
1,1,1.0,0,11,51,5.265087890467299
1,1,1.0,0,11,52,5.300817196802273
1,1,1.0,0,11,53,5.331264674401266
1,1,1.0,0,11,54,5.3567853583406215
1,1,1.0,0,11,55,5.376760292779279
1,1,1.0,0,12,9,5.37475550652824
1,1,1.0,0,12,10,5.335713579407583
1,1,1.0,0,12,11,5.3054117811741275
1,1,1.0,0,12,12,5.279854703023354
1,1,1.0,0,12,13,5.258278936528432
1,1,1.0,0,12,14,5.240010744319175
1,1,1.0,0,12,15,5.2250106430947785
1,1,1.0,0,12,16,5.212288596314142
1,1,1.0,0,12,17,5.200730682878071
1,1,1.0,0,12,18,5.189710274096132
1,1,1.0,0,12,19,5.179166798650071
1,1,1.0,0,12,20,5.1692340751334775
1,1,1.0,0,12,21,5.160052520326635
1,1,1.0,0,12,22,5.151741120290273
1,1,1.0,0,12,23,5.144394311156031
1,1,1.0,0,12,24,5.138076943672274
1,1,1.0,0,12,25,5.132820718272203
1,1,1.0,0,12,26,5.128624129455229
1,1,1.0,0,12,27,5.125454855162797
1,1,1.0,0,12,28,5.123252815183095
1,1,1.0,0,12,29,5.121932794460902
1,1,1.0,0,12,30,5.121386561621442
1,1,1.0,0,12,31,5.121485155823086
1,1,1.0,0,12,32,5.122082312227262
1,1,1.0,0,12,33,5.123019996334902
1,1,1.0,0,12,34,5.124136776293579
1,1,1.0,0,12,35,5.125278960996031
1,1,1.0,0,12,36,5.126312395222694
1,1,1.0,0,12,37,5.1271289766890575
1,1,1.0,0,12,38,5.12763732115496
1,1,1.0,0,12,39,5.127727228669965
1,1,1.0,0,12,40,5.127217734413092
1,1,1.0,0,12,41,5.125860898716459
1,1,1.0,0,12,42,5.1235311379964745
1,1,1.0,0,12,43,5.13020652692952
1,1,1.0,0,12,44,5.1369398222865055
1,1,1.0,0,12,45,5.147278999629805
1,1,1.0,0,12,46,5.151027641100104
1,1,1.0,0,12,47,5.190526845980973
1,1,1.0,0,12,48,5.229508186388555
1,1,1.0,0,12,49,5.26662007747886
1,1,1.0,0,12,50,5.305348532446914
1,1,1.0,0,12,51,5.343793357476905
1,1,1.0,0,12,52,5.384275501327499
1,1,1.0,0,12,53,5.414170297750388
1,1,1.0,0,12,54,5.435079566850071
1,1,1.0,0,12,55,5.447355623929466
1,1,1.0,0,13,8,5.325326301671035
1,1,1.0,0,13,9,5.347447638067228
1,1,1.0,0,13,10,5.362932675853035
1,1,1.0,0,13,11,5.333802272043917
1,1,1.0,0,13,12,5.307935444271058
1,1,1.0,0,13,13,5.286890034512192
1,1,1.0,0,13,14,5.268998339315798
1,1,1.0,0,13,15,5.2560192861285735
1,1,1.0,0,13,16,5.245705595809088
1,1,1.0,0,13,17,5.235852793253834
1,1,1.0,0,13,18,5.225574009655224
1,1,1.0,0,13,19,5.215299174120851
1,1,1.0,0,13,20,5.205503296726947
1,1,1.0,0,13,21,5.196450831420616
1,1,1.0,0,13,22,5.188319308976784
1,1,1.0,0,13,23,5.181241910167444
1,1,1.0,0,13,24,5.1753068265758735
1,1,1.0,0,13,25,5.170555270560795
1,1,1.0,0,13,26,5.16698531694464
1,1,1.0,0,13,27,5.1645583201518
1,1,1.0,0,13,28,5.163204584132874
1,1,1.0,0,13,29,5.162826791460365
1,1,1.0,0,13,30,5.163301404498823
1,1,1.0,0,13,31,5.164479322606985
1,1,1.0,0,13,32,5.16618760027246
1,1,1.0,0,13,33,5.168234268809025
1,1,1.0,0,13,34,5.170418383840005
1,1,1.0,0,13,35,5.172546877035781
1,1,1.0,0,13,36,5.174457183027206
1,1,1.0,0,13,37,5.176037447416251
1,1,1.0,0,13,38,5.177222249907334
1,1,1.0,0,13,39,5.177925240495179
1,1,1.0,0,13,40,5.177880329713757
1,1,1.0,0,13,41,5.176527745056742
1,1,1.0,0,13,42,5.173912651442128
1,1,1.0,0,13,43,5.1786265408647765
1,1,1.0,0,13,44,5.180231968510636
1,1,1.0,0,13,45,5.200565927710674
1,1,1.0,0,13,46,5.232919081292334
1,1,1.0,0,13,47,5.26832276569097
1,1,1.0,0,13,48,5.305702312457067
1,1,1.0,0,13,49,5.343569309560436
1,1,1.0,0,13,50,5.385380770583961
1,1,1.0,0,13,51,5.424709035449919
1,1,1.0,0,13,52,5.482595670834668
1,1,1.0,0,13,53,5.510355820855075
1,1,1.0,0,13,54,5.526314583517978
1,1,1.0,0,13,55,5.534542065474653
1,1,1.0,0,14,7,5.288025965329997
1,1,1.0,0,14,8,5.307438516136044
1,1,1.0,0,14,9,5.33102961675551
1,1,1.0,0,14,10,5.364964005680008
1,1,1.0,0,14,11,5.363180935424914
1,1,1.0,0,14,12,5.335427157615234
1,1,1.0,0,14,13,5.3165642500802885
1,1,1.0,0,14,14,5.297277953445793
1,1,1.0,0,14,15,5.288559311346313
1,1,1.0,0,14,16,5.282852711929612
1,1,1.0,0,14,17,5.275586189800151
1,1,1.0,0,14,18,5.265612414823998
1,1,1.0,0,14,19,5.255123956305457
1,1,1.0,0,14,20,5.245193392577917
1,1,1.0,0,14,21,5.2360861660028934
1,1,1.0,0,14,22,5.227995991173531
1,1,1.0,0,14,23,5.221095379426085
1,1,1.0,0,14,24,5.215497689619815
1,1,1.0,0,14,25,5.211249705894096
1,1,1.0,0,14,26,5.208342642491941
1,1,1.0,0,14,27,5.206725803016383
1,1,1.0,0,14,28,5.206316341562028
1,1,1.0,0,14,29,5.207003391044871
1,1,1.0,0,14,30,5.208647554612053
1,1,1.0,0,14,31,5.211078051733878
1,1,1.0,0,14,32,5.214090467564297
1,1,1.0,0,14,33,5.217448576700953
1,1,1.0,0,14,34,5.220894548198588
1,1,1.0,0,14,35,5.224172823498465
1,1,1.0,0,14,36,5.227072081660694
1,1,1.0,0,14,37,5.229481283565834
1,1,1.0,0,14,38,5.2314287975801985
1,1,1.0,0,14,39,5.233011127258045
1,1,1.0,0,14,40,5.233990666492176
1,1,1.0,0,14,41,5.232596369283353
1,1,1.0,0,14,42,5.234163195059917
1,1,1.0,0,14,43,5.234294516317446
1,1,1.0,0,14,44,5.261817277239228
1,1,1.0,0,14,45,5.286557189903306
1,1,1.0,0,14,46,5.315933933588205
1,1,1.0,0,14,47,5.34834084496463
1,1,1.0,0,14,48,5.38563201769885
1,1,1.0,0,14,49,5.420822091663712
1,1,1.0,0,14,50,5.47217164391208
1,1,1.0,0,14,51,5.491367707377057
1,1,1.0,0,14,52,5.478488624705346
1,1,1.0,0,14,53,5.483924751833952
1,1,1.0,0,14,54,5.49080348822179
1,1,1.0,0,14,55,5.494965284351004
1,1,1.0,0,15,6,5.2581057964230205
1,1,1.0,0,15,7,5.272822098494254
1,1,1.0,0,15,8,5.289597857231163
1,1,1.0,0,15,9,5.308512645092401
1,1,1.0,0,15,10,5.328515945648267
1,1,1.0,0,15,11,5.340545446522716
1,1,1.0,0,15,12,5.358277591661423
1,1,1.0,0,15,13,5.350897821072918
1,1,1.0,0,15,14,5.319212808473077
1,1,1.0,0,15,15,5.322304924153972
1,1,1.0,0,15,16,5.325774528064908
1,1,1.0,0,15,17,5.322237628342458
1,1,1.0,0,15,18,5.31036994695763
1,1,1.0,0,15,19,5.298588223763007
1,1,1.0,0,15,20,5.288250601094644
1,1,1.0,0,15,21,5.278888578069864
1,1,1.0,0,15,22,5.270661755864326
1,1,1.0,0,15,23,5.26382000381486
1,1,1.0,0,15,24,5.258509295044531
1,1,1.0,0,15,25,5.254770991706742
1,1,1.0,0,15,26,5.2525757485444355
1,1,1.0,0,15,27,5.251850873079237
1,1,1.0,0,15,28,5.252495983106224
1,1,1.0,0,15,29,5.254387042571171
1,1,1.0,0,15,30,5.25737177154074
1,1,1.0,0,15,31,5.261260229587238
1,1,1.0,0,15,32,5.265814837979722
1,1,1.0,0,15,33,5.270744661886843
1,1,1.0,0,15,34,5.2757105093748144
1,1,1.0,0,15,35,5.28035173704281
1,1,1.0,0,15,36,5.284351957141784
1,1,1.0,0,15,37,5.287562080673839
1,1,1.0,0,15,38,5.290176105470019
1,1,1.0,0,15,39,5.292876029459485
1,1,1.0,0,15,40,5.296651833896243
1,1,1.0,0,15,41,5.301253197384975
1,1,1.0,0,15,42,5.317970430712213
1,1,1.0,0,15,43,5.33136700253122
1,1,1.0,0,15,44,5.350379120567416
1,1,1.0,0,15,45,5.372121392611946
1,1,1.0,0,15,46,5.400148047034005
1,1,1.0,0,15,47,5.427725931505988
1,1,1.0,0,15,48,5.471938989910893
1,1,1.0,0,15,49,5.486214735634194
1,1,1.0,0,15,50,5.468194010976692
1,1,1.0,0,15,51,5.465538415103582
1,1,1.0,0,15,52,5.4604033847610935
1,1,1.0,0,15,53,5.460391630951838
1,1,1.0,0,15,54,5.462353953758376
1,1,1.0,0,15,55,5.463897058150733
1,1,1.0,0,16,5,5.237725361895842
1,1,1.0,0,16,6,5.247578231542823
1,1,1.0,0,16,7,5.259760310110403
1,1,1.0,0,16,8,5.27383328917807
1,1,1.0,0,16,9,5.289140426171421
1,1,1.0,0,16,10,5.304287662457666
1,1,1.0,0,16,11,5.316460419647624
1,1,1.0,0,16,12,5.326122612634629
1,1,1.0,0,16,13,5.324854972225159
1,1,1.0,0,16,14,5.310607688263177
1,1,1.0,0,16,15,5.359912848049145
1,1,1.0,0,16,16,5.379945453690565
1,1,1.0,0,16,17,5.381460778518409
1,1,1.0,0,16,18,5.35927489493263
1,1,1.0,0,16,19,5.344833988451169
1,1,1.0,0,16,20,5.334550835870521
1,1,1.0,0,16,21,5.324768108085195
1,1,1.0,0,16,22,5.316149190173652
1,1,1.0,0,16,23,5.3092156083673
1,1,1.0,0,16,24,5.30414687526328
1,1,1.0,0,16,25,5.300945171173105
1,1,1.0,0,16,26,5.299533220534228
1,1,1.0,0,16,27,5.299800429783295
1,1,1.0,0,16,28,5.301624462455422
1,1,1.0,0,16,29,5.304872461133185
1,1,1.0,0,16,30,5.30938876225758
1,1,1.0,0,16,31,5.314974556217793
1,1,1.0,0,16,32,5.3213650292797645
1,1,1.0,0,16,33,5.3282092360510465
1,1,1.0,0,16,34,5.335059174970926
1,1,1.0,0,16,35,5.3413826473147274
1,1,1.0,0,16,36,5.3466347362025175
1,1,1.0,0,16,37,5.350452701764013
1,1,1.0,0,16,38,5.353051937064443
1,1,1.0,0,16,39,5.355880805076685
1,1,1.0,0,16,40,5.362705822670579
1,1,1.0,0,16,41,5.379632656064189
1,1,1.0,0,16,42,5.409330847220156
1,1,1.0,0,16,43,5.427064666039902
1,1,1.0,0,16,44,5.440463433956376
1,1,1.0,0,16,45,5.455668011054707
1,1,1.0,0,16,46,5.489096444781911
1,1,1.0,0,16,47,5.494779736211347
1,1,1.0,0,16,48,5.472045999564541
1,1,1.0,0,16,49,5.46406096589522
1,1,1.0,0,16,50,5.453181694579481
1,1,1.0,0,16,51,5.446516954274285
